序号,数量级
276,-0.23209702351671901
277,-1.9299733697522818
278,-1.9242943493929219
279,-1.9242943493929219
280,-1.928885310323064
281,0.4849793010779005
282,-1.9242943493929219
283,-1.9242943493929219
284,-2.010690683303811
285,-2.010690683303811
286,-4.536107011014093
287,-1.9242943493929219
288,0.19082705455880392
289,-2.010690683303811
290,-2.1087164474426374
291,-1.9242943493929219
292,-1.9242943493929219
293,-1.9242943493929219
294,-1.9242943493929219
295,-5.407823242604133
296,-2.010690683303811
297,-1.9242943493929219
298,-0.0006737930796888269
299,-0.8560661465791897
300,-1.9242943493929219
301,-1.9242943493929219
302,-1.7740813241845077
303,-2.1675269180665606
304,-1.928885310323064
305,-0.8048383260540202
306,-0.035777296306412514
307,-1.9242943493929219
308,0.09667709019536218
309,0.7616653207247348
310,-2.010690683303811
311,-1.9242943493929219
312,0.046615787019204095
313,-1.9242943493929219
314,-1.928885310323064
315,-4.536107011014093
316,-2.026961832850628
317,-1.9299733697522818
318,0.006495998977756215
319,-1.9242943493929219
320,-2.010690683303811
321,-1.0487837605398218
322,0.3491524746268211
323,-1.9299733697522818
324,-1.9242943493929219
325,-1.9242943493929219
326,-2.1087164474426374
327,-0.6935197894585027
328,-0.2502920899190657
329,-1.9242943493929219
330,-1.9242943493929219
331,-1.928885310323064
332,-2.010690683303811
333,-2.010690683303811
334,-2.010690683303811
335,-1.9242943493929219
336,-2.010690683303811
337,-0.7463552056638072
338,0.26143826716008106
339,0.1583561685406002
340,-1.9242943493929219
341,0.6877312452085989
342,-1.9242943493929219
343,0.6322625439842172
344,0.6877312452085989
345,-0.20150086551924387
346,-2.010690683303811
347,-1.9242943493929219
348,0.4840343481830753
349,-1.9242943493929219
350,-2.367482882556337
351,-0.8560661465791897
352,-1.9242943493929219
353,-2.0825906025209324
354,-2.010690683303811
355,-2.010690683303811
356,-1.9242943493929219
357,-1.928885310323064
358,0.44840394694453056
359,-0.616586968042042
360,0.4661870977635979
361,-2.010690683303811
362,0.1583561685406002
363,-0.23468080392449603
364,-1.9348003751991851
365,-2.010690683303811
366,-1.9242943493929219
367,-1.9242943493929219
368,-1.9242943493929219
369,-0.23468080392449603
370,-1.9242943493929219
371,-1.9242943493929219
372,-0.2709218728562226
373,0.17384946780160787
374,-2.010690683303811
375,-0.6751950961329296
376,0.6877312452085989
377,-2.010690683303811
378,0.6877312452085989
379,-1.9242943493929219
380,-1.9242943493929219
381,-2.1087164474426374
382,-2.010690683303811
383,-2.010690683303811
384,-1.9242943493929219
385,-0.20150086551924387
386,-0.6935197894585027
387,-2.010690683303811
388,-2.010690683303811
389,-1.928885310323064
390,-0.23813114773477279
391,-2.010690683303811
392,-1.9242943493929219
393,-1.9242943493929219
394,-1.9242943493929219
395,-4.920818753952375
396,-2.010690683303811
397,-1.9242943493929219
398,-0.4921778818499962
399,-5.642065152999546
400,-2.010690683303811
401,-2.1087164474426374
402,-1.9242943493929219
403,-1.928885310323064
404,-0.8560661465791897
405,-2.010690683303811
406,0.4877109004009328
407,-2.010690683303811
408,-2.010690683303811
409,-1.9242943493929219
410,0.22052880972500694
411,-3.5936063122130317
412,-2.010690683303811
413,-1.9242943493929219
414,0.5853764403374644
415,0.3121588445604238
416,0.09667709019536218
417,0.19082705455880392
418,-1.9242943493929219
419,-4.480172006224281
420,-1.928885310323064
421,-1.9299733697522818
422,-1.9242943493929219
423,-1.9242943493929219
424,0.1583561685406002
425,-0.6516372822640389
426,-1.9242943493929219
427,-2.1675269180665606
428,-1.9242943493929219
429,-2.026961832850628
430,-0.8560661465791897
431,-2.010690683303811
432,0.26143826716008106
433,-2.010690683303811
434,-1.928885310323064
435,-1.928885310323064
436,-2.010690683303811
437,-2.010690683303811
438,0.4382289842915934
439,-0.6245756320683598
440,0.9019199679103497
441,-1.9242943493929219
442,-1.9242943493929219
443,-1.9242943493929219
444,0.08955085633888615
445,-1.9242943493929219
446,-2.010690683303811
447,-1.9242943493929219
448,-1.9242943493929219
449,-2.1087164474426374
450,-1.928885310323064
451,-0.8560661465791897
452,-1.9242943493929219
453,-1.928885310323064
454,-0.035777296306412514
455,-3.7199158410296156
456,-1.928885310323064
457,-2.010690683303811
458,-1.9242943493929219
459,-1.9242943493929219
460,-1.9242943493929219
461,-1.9242943493929219
462,-1.9242943493929219
463,-1.9242943493929219
464,0.6149590690768238
465,-4.505845405981558
466,-1.9242943493929219
467,-1.9242943493929219
468,-2.010690683303811
469,-1.8334490287844796
470,-2.010690683303811
471,-1.9242943493929219
472,0.5044764912950298
473,-1.9242943493929219
474,-2.010690683303811
475,-1.7636392631950688
476,-1.367956557776337
477,-1.9242943493929219
478,-1.955783768366957
479,0.7738440090930537
480,-1.9242943493929219
481,-2.010690683303811
482,-2.010690683303811
483,-2.2186292000254255
484,-2.010690683303811
485,0.09667709019536218
486,0.22052880972500694
487,-0.6935197894585027
488,-1.9299733697522818
489,-1.9095632210436246
490,-1.9242943493929219
491,-1.9242943493929219
492,-1.9242943493929219
493,-1.9242943493929219
494,-2.010690683303811
495,-2.1087164474426374
496,-1.9242943493929219
497,-0.035777296306412514
498,-1.9242943493929219
499,-1.9242943493929219
500,-1.7740813241845077
501,0.6150504380311024
502,-2.010690683303811
503,-0.8560661465791897
504,-1.928885310323064
505,0.019812176401620075
506,0.3121588445604238
507,-1.928885310323064
508,0.1583561685406002
509,-1.928885310323064
510,-2.010690683303811
511,0.6877312452085989
512,-1.9242943493929219
513,-0.2709218728562226
514,0.09667709019536218
515,-2.010690683303811
516,-1.9242943493929219
517,-1.9242943493929219
518,-1.9242943493929219
519,-2.010690683303811
520,-1.9242943493929219
521,-0.6245756320683598
522,-1.9242943493929219
523,-2.010690683303811
524,0.26143826716008106
525,-1.9242943493929219
526,-0.5557573827020323
527,-2.010690683303811
528,-1.9242943493929219
529,-2.010690683303811
530,-0.16107477656061792
531,-1.9242943493929219
532,0.7017127417576229
533,-1.2862649851732098
534,-2.010690683303811
535,-2.010690683303811
536,-2.0825906025209324
537,-2.010690683303811
538,-1.9242943493929219
539,-1.9242943493929219
540,-2.1087164474426374
541,-2.010690683303811
542,-1.9242943493929219
543,0.4660644220879422
544,-2.010690683303811
545,-1.928885310323064
546,-1.9242943493929219
547,0.7026218670186682
548,-2.1087164474426374
549,-1.9242943493929219
550,0.818528724777828
551,-1.9242943493929219
552,-2.1087164474426374
553,-0.23468080392449603
554,-1.9242943493929219
555,-3.4568946739773074
556,-2.2186292000254255
557,0.6877312452085989
558,-1.9242943493929219
559,0.19082705455880392
560,-1.9242943493929219
561,0.9695048511366294
562,-2.010690683303811
563,-0.6245756320683598
564,-2.026961832850628
565,-2.1675269180665606
566,-1.0487837605398218
567,-2.9637912322276407
568,0.2123129953599561
569,-2.026961832850628
570,-0.6935197894585027
571,-2.010690683303811
572,-1.9242943493929219
573,-1.9242943493929219
574,-1.9242943493929219
575,-4.480172006224281
576,-1.9242943493929219
577,0.48443255313033046
578,-3.5936063122130317
579,-1.9242943493929219
580,-0.6935197894585027
581,-2.010690683303811
582,0.26143826716008106
583,-2.1087164474426374
584,-0.5004919413241885
585,-2.010690683303811
586,-2.026961832850628
587,-1.9299733697522818
588,0.45534424549839553
589,-2.1087164474426374
590,-2.010690683303811
591,-1.2862649851732098
592,-1.9242943493929219
593,0.3741190263614611
594,-1.9242943493929219
595,-2.010690683303811
596,-4.505845405981558
597,0.8714959265558458
598,0.5702393499791395
599,-1.9242943493929219
600,-1.9242943493929219
601,-0.9728959583180237
602,-2.010690683303811
603,-1.9242943493929219
604,0.09667709019536218
605,-0.23468080392449603
606,-1.928885310323064
607,-1.9242943493929219
608,0.3832883956056339
609,-1.9242943493929219
610,-2.010690683303811
611,-1.9242943493929219
612,0.6343568540394952
613,-2.0825906025209324
614,0.2123129953599561
615,0.8670977562284953
616,-3.486757089028058
617,0.797757932604473
618,-1.9348003751991851
619,-0.588345371767953
620,-1.9242943493929219
621,-2.026961832850628
622,-1.928885310323064
623,-1.9242943493929219
624,0.3956890562823015
625,-0.7832697971755075
626,-2.010690683303811
627,-2.010690683303811
628,-0.7837268045903458
629,0.5934787762258822
630,0.2123129953599561
631,-2.010690683303811
632,-2.026961832850628
633,-1.9242943493929219
634,0.7524957635283617
635,-1.9242943493929219
636,0.6877312452085989
637,-1.9242943493929219
638,-1.9242943493929219
639,-1.7740813241845077
640,-1.9242943493929219
641,-1.9242943493929219
642,-2.010690683303811
643,-0.20150086551924387
644,-2.010690683303811
645,-2.1087164474426374
646,-1.9242943493929219
647,-1.9242943493929219
648,-1.9242943493929219
649,-2.026961832850628
650,-2.8353156006982143
651,-1.928885310323064
652,-2.010690683303811
653,-1.9242943493929219
654,-4.906578314837765
655,-2.010690683303811
656,-0.035777296306412514
657,-0.6245756320683598
658,-1.5755656066850328
659,-2.010690683303811
660,0.5826074145627154
661,-2.010690683303811
662,-2.026961832850628
663,0.26143826716008106
664,-1.9242943493929219
665,-1.928885310323064
666,0.26143826716008106
667,-0.2348471724724408
668,-1.928885310323064
669,0.1583561685406002
670,0.1565483139361048
671,0.4849793010779005
672,-1.9242943493929219
673,-0.6245756320683598
674,-2.010690683303811
675,-2.010690683303811
676,-2.010690683303811
677,-3.4568946739773074
678,-2.010690683303811
679,0.6877312452085989
680,-1.9242943493929219
681,-1.9242943493929219
682,-1.9242943493929219
683,0.2811793752440835
684,-1.9242943493929219
685,-1.9242943493929219
686,-1.9242943493929219
687,-1.928885310323064
688,-0.23168142617210236
689,-1.9299733697522818
690,0.9013026480235589
691,-1.9242943493929219
692,-4.536107011014093
693,-1.9242943493929219
694,-2.026961832850628
695,0.7629133896381916
696,-2.010690683303811
697,-1.9242943493929219
698,0.30709724163708085
699,-1.928885310323064
700,-1.9242943493929219
701,-2.2140443065662474
702,-1.9242943493929219
703,0.9695048511366294
704,0.3121588445604238
705,-2.010690683303811
706,-1.9242943493929219
707,0.21622774907253958
708,0.937018319850664
709,0.26143826716008106
710,0.10396532639979934
711,-1.9242943493929219
712,-1.9242943493929219
713,-2.026961832850628
714,0.49573033476014927
715,-2.010690683303811
716,-1.9242943493929219
717,-1.9242943493929219
718,-0.4921778818499962
719,-2.026961832850628
720,-2.026961832850628
721,-1.9242943493929219
722,-0.584286106780404
723,0.8000916246940464
724,-1.9242943493929219
725,0.16594457069270005
726,0.6824543085270901
727,-1.9242943493929219
728,0.17384946780160787
729,0.593453240211041
730,-1.9242943493929219
731,-1.9242943493929219
732,-1.9242943493929219
733,-2.1087164474426374
734,-1.9242943493929219
735,-0.23468080392449603
736,-2.0825906025209324
737,-1.8930915964719943
738,0.03842326470642943
739,0.6877312452085989
740,-2.010690683303811
741,-2.026961832850628
742,-0.38060155420756847
743,-1.9242943493929219
744,-1.9242943493929219
745,-2.010690683303811
746,-2.010690683303811
747,-4.480172006224281
748,-1.9242943493929219
749,-1.0183293090992367
750,0.6141816590378947
751,-1.9242943493929219
752,-1.9242943493929219
753,-1.9242943493929219
754,-4.505845405981558
755,-3.5936063122130317
756,-2.010690683303811
757,0.48443255313033046
758,-0.4368029731838275
759,-1.9242943493929219
760,0.9284570783412884
761,-0.6245756320683598
762,-2.010690683303811
763,-1.9242943493929219
764,-1.9299733697522818
765,-2.010690683303811
766,-1.9348003751991851
767,-1.8627374103236138
768,0.6877312452085989
769,-2.010690683303811
770,-1.9242943493929219
771,-1.928885310323064
772,-2.010690683303811
773,-2.2140443065662474
774,-1.9242943493929219
775,0.8670977562284953
776,0.3121588445604238
777,0.3956890562823015
778,-2.010690683303811
779,-1.9242943493929219
780,-0.6245756320683598
781,-1.9242943493929219
782,-2.010690683303811
783,0.6069608240635832
784,-1.9242943493929219
785,-1.9242943493929219
786,-2.010690683303811
787,-1.928885310323064
788,0.09667709019536218
789,0.5310859122526627
790,0.7524957635283617
791,-1.9242943493929219
792,-1.9242943493929219
793,-1.9242943493929219
794,-1.9242943493929219
795,-1.0487837605398218
796,-1.9242943493929219
797,0.019812176401620075
798,0.7524957635283617
799,-1.8930915964719943
800,-1.7740813241845077
801,-2.1087164474426374
802,0.3954641184283863
803,-1.9242943493929219
804,-2.010690683303811
805,0.3121588445604238
806,-1.928885310323064
807,0.19082705455880392
808,-1.9242943493929219
809,-1.831011046032215
810,-1.9299733697522818
811,-1.928885310323064
812,-1.9242943493929219
813,-2.010690683303811
814,-0.035777296306412514
815,-1.7740813241845077
816,-2.010690683303811
817,-1.9242943493929219
818,-2.010690683303811
819,-1.9242943493929219
820,0.7712875354927086
821,-1.9242943493929219
822,-2.010690683303811
823,-0.27831142879440635
824,-2.010690683303811
825,0.09667709019536218
826,-1.9242943493929219
827,-1.928885310323064
828,0.6877312452085989
829,-1.9242943493929219
830,-2.1087164474426374
831,-2.010690683303811
832,-1.9242943493929219
833,-1.2524626921509692
834,-0.3854942269743998
835,-0.6935197894585027
836,-2.010690683303811
837,0.9695048511366294
838,-1.9299733697522818
839,-1.9242943493929219
840,-1.9242943493929219
841,-0.23468080392449603
842,-2.010690683303811
843,-0.07572284198629338
844,-2.010690683303811
845,-2.026961832850628
846,-0.5983990923301081
847,-1.0348045287684344
848,-1.928885310323064
849,-3.1736569250769717
850,-0.23468080392449603
851,-0.23468080392449603
852,-1.9242943493929219
853,-5.642065152999546
854,-1.928885310323064
855,-2.010690683303811
856,-1.9242943493929219
857,-1.9242943493929219
858,-1.9242943493929219
859,-0.6858652312476193
860,-1.9242943493929219
861,-1.9242943493929219
862,-0.616586968042042
863,-1.8181358406985604
864,-2.1087164474426374
865,-1.9242943493929219
866,-2.010690683303811
867,0.6164494990274947
868,-1.9242943493929219
869,-2.010690683303811
870,-1.7636392631950688
871,-2.010690683303811
872,-2.1087164474426374
873,-2.010690683303811
874,-2.010690683303811
875,-2.010690683303811
876,0.9695048511366294
877,-1.928885310323064
878,-1.928885310323064
879,-1.9299733697522818
880,-1.9242943493929219
881,-1.955783768366957
882,0.5044764912950298
883,-0.23209702351671901
884,0.32397542120677425
885,-1.9242943493929219
886,0.09667709019536218
887,-1.9242943493929219
888,-2.010690683303811
889,-1.9242943493929219
890,-1.928885310323064
891,-2.010690683303811
892,-2.010690683303811
893,-1.9242943493929219
894,-1.7824661805868598
895,-0.23468080392449603
896,-0.8560661465791897
897,-3.486757089028058
898,-1.9242943493929219
899,-2.367482882556337
900,0.09667709019536218
901,0.6877312452085989
902,-2.8134663048018975
903,-1.9299733697522818
904,-1.928885310323064
905,-1.9299733697522818
906,-1.9242943493929219
907,0.6164494990274947
908,-1.1316396384214027
909,-3.4568946739773074
910,-4.480172006224281
911,-0.7790355145258516
912,-1.9242943493929219
913,0.2123129953599561
914,-1.9299733697522818
915,-1.9242943493929219
916,0.26143826716008106
917,-1.9242943493929219
918,-2.010690683303811
919,-1.8930915964719943
920,-1.9242943493929219
921,-1.9242943493929219
922,-2.010690683303811
923,-1.9242943493929219
924,-1.9242943493929219
925,-1.9242943493929219
926,-0.6516372822640389
927,-1.9242943493929219
928,-1.9242943493929219
929,-1.9242943493929219
930,-0.8560661465791897
931,-1.9242943493929219
932,-1.9299733697522818
933,-1.9242943493929219
934,-1.9242943493929219
935,-2.010690683303811
936,-2.237310935323962
937,0.31988279620341326
938,0.9695048511366294
939,-2.8134663048018975
940,-1.9242943493929219
941,-2.010690683303811
942,-2.010690683303811
943,-1.9242943493929219
944,-2.010690683303811
945,0.2123129953599561
946,-2.367482882556337
947,-2.010690683303811
948,0.8271216922556351
949,-1.8930915964719943
950,0.2229929353574489
951,-1.9242943493929219
952,0.6877312452085989
953,-0.6516372822640389
954,0.9695048511366294
955,-1.9299733697522818
956,-1.9242943493929219
957,-0.8560661465791897
958,-1.9242943493929219
959,-2.010690683303811
960,-1.9242943493929219
961,-1.9242943493929219
962,-0.9997175572448742
963,-2.026961832850628
964,0.48443255313033046
965,-1.9242943493929219
966,-4.536107011014093
967,0.9897254096641709
968,-2.010690683303811
969,-3.4411582822342446
970,0.26143826716008106
971,0.6824543085270901
972,-2.010690683303811
973,-1.9242943493929219
974,-1.9242943493929219
975,-1.9242943493929219
976,-3.766602796937103
977,-1.9242943493929219
978,-2.010690683303811
979,-1.9299733697522818
980,-1.9242943493929219
981,0.593453240211041
982,-2.010690683303811
983,-1.9242943493929219
984,-0.12491183666213224
985,0.7524957635283617
986,-0.5991576690675365
987,-2.010690683303811
988,-1.9242943493929219
989,0.7629133896381916
990,-1.9242943493929219
991,-2.010690683303811
992,-0.8560661465791897
993,-2.010690683303811
994,-1.9242943493929219
995,-0.4368029731838275
996,-0.6935197894585027
997,-1.9242943493929219
998,-1.716241600391814
999,-0.5911324307062158
1000,0.6150504380311024
1001,-1.9242943493929219
1002,-1.9242943493929219
1003,-1.7740813241845077
1004,-2.026961832850628
1005,-2.010690683303811
1006,-1.9242943493929219
1007,-1.9242943493929219
1008,-1.8765849300554456
1009,-2.010690683303811
1010,-0.7832697971755075
1011,-1.9242943493929219
1012,0.9695048511366294
1013,-2.010690683303811
1014,-2.010690683303811
1015,0.5706532083111681
1016,-2.010690683303811
1017,-1.9242943493929219
1018,-1.2862649851732098
1019,-1.7395499625749788
1020,-2.1087164474426374
1021,-0.6935197894585027
1022,0.09667709019536218
1023,0.26143826716008106
1024,-4.480172006224281
1025,-0.6935197894585027
1026,0.32397542120677425
1027,0.2610273899888579
1028,-0.3877020717190663
1029,-1.9242943493929219
1030,-2.010690683303811
1031,-2.1087164474426374
1032,-1.9242943493929219
1033,-1.9242943493929219
1034,-2.010690683303811
1035,-1.9242943493929219
1036,-1.9242943493929219
1037,-0.6245756320683598
1038,-1.928885310323064
1039,-2.1087164474426374
1040,-2.010690683303811
1041,-1.9242943493929219
1042,0.10519916388126219
1043,-1.968930902797926
1044,-1.9242943493929219
1045,-1.9348003751991851
1046,0.48443255313033046
1047,0.08955085633888615
1048,-1.9242943493929219
1049,0.5040748252045693
1050,-1.9242943493929219
1051,-2.010690683303811
1052,-0.5991576690675365
1053,-1.9242943493929219
1054,-1.9242943493929219
1055,-1.9242943493929219
1056,-1.9242943493929219
1057,-2.010690683303811
1058,-0.5991576690675365
1059,-0.23468080392449603
1060,-1.928885310323064
1061,-1.9299733697522818
1062,-0.7790355145258516
1063,-1.9242943493929219
1064,0.2123129953599561
1065,-2.1087164474426374
1066,-2.010690683303811
1067,0.26143826716008106
1068,-1.9242943493929219
1069,-1.7666023909550013
1070,-0.5557573827020323
1071,-1.9242943493929219
1072,-2.010690683303811
1073,-4.536107011014093
1074,-1.9242943493929219
1075,-0.6935197894585027
1076,-2.010690683303811
1077,-1.9242943493929219
1078,-2.010690683303811
1079,-1.9242943493929219
1080,0.26143826716008106
1081,-2.026961832850628
1082,-1.8004669893854517
1083,-1.955783768366957
1084,-1.9242943493929219
1085,-1.9242943493929219
1086,-1.9242943493929219
1087,-1.9242943493929219
1088,-2.010690683303811
1089,0.6877312452085989
1090,-2.010690683303811
1091,-1.928885310323064
1092,-0.8560661465791897
1093,-1.8930915964719943
1094,-0.7790355145258516
1095,0.7220891193761975
1096,-1.9299733697522818
1097,-2.010690683303811
1098,-1.9242943493929219
1099,-1.928885310323064
1100,-0.49645358028695885
1101,-5.209714835966758
1102,0.1583561685406002
1103,-0.6935197894585027
1104,0.4849793010779005
1105,-2.026961832850628
1106,-1.2367378637172488
1107,-1.9242943493929219
1108,-1.9242943493929219
1109,-2.010690683303811
1110,-2.010690683303811
1111,-1.928885310323064
1112,-4.536107011014093
1113,0.9695048511366294
1114,-0.23468080392449603
1115,-2.010690683303811
1116,-1.9242943493929219
1117,-1.9409179425464136
1118,-2.010690683303811
1119,-1.9242943493929219
1120,0.3957235569563295
1121,-1.9242943493929219
1122,-1.9242943493929219
1123,0.6150504380311024
1124,-1.9242943493929219
1125,-1.9299733697522818
1126,-0.1008785908938692
1127,-4.505845405981558
1128,-1.9242943493929219
1129,-1.9242943493929219
1130,-2.1087164474426374
1131,0.3121588445604238
1132,-1.9242943493929219
1133,-1.9242943493929219
1134,-1.9242943493929219
1135,0.1639529839963255
1136,-0.6935197894585027
1137,-1.9242943493929219
1138,-2.010690683303811
1139,-1.9242943493929219
1140,-2.010690683303811
1141,-1.9242943493929219
1142,-1.9242943493929219
1143,-0.3854942269743998
1144,-2.010690683303811
1145,-1.9242943493929219
1146,-1.7949090710384272
1147,-1.9242943493929219
1148,-1.8851089494589597
1149,-1.9242943493929219
1150,-0.2899984977601109
1151,-2.026961832850628
1152,-4.505845405981558
1153,0.6877312452085989
1154,-1.8181358406985604
1155,-1.9242943493929219
1156,-1.7666023909550013
1157,-1.9242943493929219
1158,-2.010690683303811
1159,-0.7463552056638072
1160,0.6156226752070141
1161,-1.9242943493929219
1162,-1.9242943493929219
1163,-1.9242943493929219
1164,-1.9242943493929219
1165,0.019812176401620075
1166,0.6877312452085989
1167,0.6877312452085989
1168,-0.8830765875410463
1169,0.6877312452085989
1170,-2.010690683303811
1171,-2.010690683303811
1172,-1.7636392631950688
1173,-0.6245756320683598
1174,-2.2012862518012812
1175,-0.7832697971755075
1176,-1.9242943493929219
1177,-2.026961832850628
1178,-1.9242943493929219
1179,0.26143826716008106
1180,-1.9242943493929219
1181,-1.9242943493929219
1182,-1.9242943493929219
1183,-0.0006737930796888269
1184,-1.9242943493929219
1185,-2.186748359517416
1186,-1.8930915964719943
1187,-2.010690683303811
1188,-1.9242943493929219
1189,-2.026961832850628
1190,-1.9242943493929219
1191,0.29689012571465573
1192,-1.870785836955762
1193,-0.8830765875410463
1194,-1.9242943493929219
1195,-1.9242943493929219
