NOC,Sport,Year,old,new
BEL,Cycling,1993,0,0
BEL,Diving,1993,0,0
BEL,Equestrian,1993,0,0
BEL,Gymnastics,1993,0,0
BEL,Judo,1993,0,0
BEL,Rowing,1993,0,0
BEL,Sailing,1993,0,0
BEL,Shooting,1993,0,0
BEL,Swimming,1993,0,0
BEL,Table Tennis,1993,0,0
BEL,Tennis,1993,0,0
BEL,Wrestling,1993,0,0
BEN,Athletics,1993,0,0
BEN,Cycling,1993,0,0
BER,Athletics,1993,0,0
BER,Equestrian,1993,0,0
BER,Sailing,1993,0,0
BER,Swimming,1993,0,0
BHU,Archery,1993,0,0
BIH,Athletics,1993,0,0
BIH,Canoeing,1993,0,0
BIH,Judo,1993,0,0
BIH,Shooting,1993,0,0
BIH,Swimming,1993,0,0
BIH,Weightlifting,1993,0,0
BIZ,Athletics,1993,0,0
BIZ,Cycling,1993,0,0
BOL,Athletics,1993,0,0
BOL,Cycling,1993,0,0
BOL,Judo,1993,0,0
BOL,Shooting,1993,0,0
BOL,Swimming,1993,0,0
BOL,Weightlifting,1993,0,0
BOT,Athletics,1993,0,0
BOT,Boxing,1993,0,0
BRA,Archery,1993,0,0
BRA,Athletics,1993,0,0
BRA,Basketball,1993,0,0
BRA,Boxing,1993,0,0
BRA,Canoeing,1993,0,0
BRA,Cycling,1993,0,0
BRA,Diving,1993,0,0
BRA,Equestrian,1993,0,0
BRA,Fencing,1993,0,0
BRA,Gymnastics,1993,0,0
BRA,Handball,1993,0,0
BRA,Judo,1993,0,0
BRA,Rowing,1993,0,0
BRA,Sailing,1993,0,0
BRA,Shooting,1993,0,0
BRA,Swimming,1993,0,0
BRA,Synchronized Swimming,1993,0,0
BRA,Table Tennis,1993,0,0
BRA,Tennis,1993,0,0
BRA,Volleyball,1993,0,0
BRA,Weightlifting,1993,0,0
BRA,Wrestling,1993,0,0
BRN,Athletics,1993,0,0
BRN,Cycling,1993,0,0
BUL,Archery,1993,0,0
BUL,Athletics,1993,0,0
BUL,Badminton,1993,0,0
BUL,Boxing,1993,0,0
BUL,Canoeing,1993,0,0
BUL,Cycling,1993,0,0
BUL,Diving,1993,0,0
BUL,Equestrian,1993,0,0
BUL,Gymnastics,1993,0,0
BUL,Judo,1993,0,0
BUL,Modern Pentathlon,1993,0,0
BUL,Rowing,1993,0,0
BUL,Shooting,1993,0,0
BUL,Swimming,1993,0,0
BUL,Table Tennis,1993,0,0
BUL,Tennis,1993,0,0
BUL,Weightlifting,1993,0,0
BUL,Wrestling,1993,0,0
BUR,Athletics,1993,0,0
BUR,Judo,1993,0,0
CAF,Athletics,1993,0,0
CAF,Cycling,1993,0,0
CAF,Judo,1993,0,0
CAN,Archery,1993,0,0
CAN,Athletics,1993,0,0
CAN,Badminton,1993,0,0
CAN,Boxing,1993,0,0
CAN,Canoeing,1993,0,0
CAN,Cycling,1993,0,0
CAN,Diving,1993,0,0
CAN,Equestrian,1993,0,0
CAN,Fencing,1993,0,0
CAN,Gymnastics,1993,0,0
CAN,Hockey,1993,0,0
CAN,Judo,1993,0,0
CAN,Modern Pentathlon,1993,0,0
CAN,Rowing,1993,0,0
CAN,Sailing,1993,0,0
CAN,Shooting,1993,0,0
CAN,Swimming,1993,0,0
CAN,Synchronized Swimming,1993,0,0
CAN,Table Tennis,1993,0,0
CAN,Tennis,1993,0,0
CAN,Volleyball,1993,0,0
CAN,Weightlifting,1993,0,0
CAN,Wrestling,1993,0,0
CAY,Athletics,1993,0,0
CAY,Cycling,1993,0,0
CAY,Sailing,1993,0,0
CGO,Athletics,1993,0,0
CGO,Swimming,1993,0,0
CHA,Athletics,1993,0,0
CHA,Judo,1993,0,0
CHI,Athletics,1993,0,0
CHI,Boxing,1993,0,0
CHI,Cycling,1993,0,0
CHI,Sailing,1993,0,0
CHI,Shooting,1993,0,0
CHI,Table Tennis,1993,0,0
CHI,Tennis,1993,0,0
CHN,Archery,1993,0,0
CHN,Athletics,1993,0,0
CHN,Badminton,1993,0,0
CHN,Basketball,1993,0,0
CHN,Boxing,1993,0,0
CHN,Canoeing,1993,0,0
CHN,Cycling,1993,0,0
CHN,Diving,1993,0,0
CHN,Fencing,1993,0,0
CHN,Gymnastics,1993,0,0
CHN,Judo,1993,0,0
CHN,Modern Pentathlon,1993,0,0
CHN,Rowing,1993,0,0
CHN,Sailing,1993,0,0
CHN,Shooting,1993,0,0
CHN,Swimming,1993,0,0
CHN,Synchronized Swimming,1993,0,0
CHN,Table Tennis,1993,0,0
CHN,Tennis,1993,0,0
CHN,Volleyball,1993,0,0
CHN,Weightlifting,1993,0,0
CHN,Wrestling,1993,0,0
CIV,Athletics,1993,0,0
CIV,Canoeing,1993,0,0
CIV,Judo,1993,0,0
CMR,Athletics,1993,0,0
CMR,Weightlifting,1993,0,0
COD,Athletics,1993,0,0
COD,Boxing,1993,0,0
COD,Cycling,1993,0,0
COD,Judo,1993,0,0
COK,Athletics,1993,0,0
COK,Weightlifting,1993,0,0
COL,Archery,1993,0,0
COL,Athletics,1993,0,0
COL,Boxing,1993,0,0
COL,Cycling,1993,0,0
COL,Equestrian,1993,0,0
COL,Fencing,1993,0,0
COL,Football,1993,0,0
COL,Shooting,1993,0,0
COL,Swimming,1993,0,0
COL,Weightlifting,1993,0,0
COL,Wrestling,1993,0,0
CRC,Archery,1993,0,0
CRC,Athletics,1993,0,0
CRC,Canoeing,1993,0,0
CRC,Fencing,1993,0,0
CRC,Shooting,1993,0,0
CRC,Swimming,1993,0,0
CRO,Athletics,1993,0,0
CRO,Basketball,1993,0,0
CRO,Boxing,1993,0,0
CRO,Canoeing,1993,0,0
CRO,Equestrian,1993,0,0
CRO,Rowing,1993,0,0
CRO,Sailing,1993,0,0
CRO,Shooting,1993,0,0
CRO,Table Tennis,1993,0,0
CRO,Tennis,1993,0,0
CRO,Wrestling,1993,0,0
CUB,Athletics,1993,0,0
CUB,Baseball,1993,0,0
CUB,Basketball,1993,0,0
CUB,Boxing,1993,0,0
CUB,Canoeing,1993,0,0
CUB,Cycling,1993,0,0
CUB,Fencing,1993,0,0
CUB,Judo,1993,0,0
CUB,Rowing,1993,0,0
CUB,Shooting,1993,0,0
CUB,Swimming,1993,0,0
CUB,Table Tennis,1993,0,0
CUB,Volleyball,1993,0,0
CUB,Water Polo,1993,0,0
CUB,Weightlifting,1993,0,0
CUB,Wrestling,1993,0,0
CYP,Archery,1993,0,0
CYP,Athletics,1993,0,0
CYP,Gymnastics,1993,0,0
CYP,Judo,1993,0,0
CYP,Sailing,1993,0,0
CYP,Shooting,1993,0,0
CYP,Swimming,1993,0,0
CYP,Wrestling,1993,0,0
DEN,Archery,1993,0,0
DEN,Athletics,1993,0,0
DEN,Badminton,1993,0,0
DEN,Boxing,1993,0,0
DEN,Canoeing,1993,0,0
DEN,Cycling,1993,0,0
DEN,Equestrian,1993,0,0
DEN,Football,1993,0,0
DEN,Rowing,1993,0,0
DEN,Sailing,1993,0,0
DEN,Shooting,1993,0,0
DEN,Swimming,1993,0,0
DEN,Tennis,1993,0,0
DEN,Weightlifting,1993,0,0
DJI,Athletics,1993,0,0
DJI,Judo,1993,0,0
DJI,Sailing,1993,0,0
DOM,Baseball,1993,0,0
DOM,Boxing,1993,0,0
DOM,Judo,1993,0,0
DOM,Weightlifting,1993,0,0
DOM,Wrestling,1993,0,0
ECU,Athletics,1993,0,0
ECU,Cycling,1993,0,0
ECU,Judo,1993,0,0
ECU,Shooting,1993,0,0
ECU,Swimming,1993,0,0
ECU,Table Tennis,1993,0,0
EGY,Boxing,1993,0,0
EGY,Equestrian,1993,0,0
EGY,Fencing,1993,0,0
EGY,Football,1993,0,0
EGY,Handball,1993,0,0
EGY,Hockey,1993,0,0
EGY,Judo,1993,0,0
EGY,Modern Pentathlon,1993,0,0
EGY,Shooting,1993,0,0
EGY,Swimming,1993,0,0
EGY,Table Tennis,1993,0,0
EGY,Weightlifting,1993,0,0
EGY,Wrestling,1993,0,0
ESA,Athletics,1993,0,0
ESA,Judo,1993,0,0
ESA,Swimming,1993,0,0
ESP,Archery,1993,0,0
ESP,Athletics,1993,0,0
ESP,Badminton,1993,0,0
ESP,Baseball,1993,0,0
ESP,Basketball,1993,0,0
ESP,Boxing,1993,0,0
ESP,Canoeing,1993,0,0
ESP,Cycling,1993,0,0
ESP,Diving,1993,0,0
ESP,Equestrian,1993,0,0
ESP,Fencing,1993,0,0
ESP,Football,1993,0,0
ESP,Gymnastics,1993,0,0
ESP,Handball,1993,0,0
ESP,Hockey,1993,0,0
ESP,Judo,1993,0,0
ESP,Modern Pentathlon,1993,0,0
ESP,Rowing,1993,0,0
ESP,Sailing,1993,0,0
ESP,Shooting,1993,0,0
ESP,Swimming,1993,0,0
ESP,Synchronized Swimming,1993,0,0
ESP,Table Tennis,1993,0,0
ESP,Tennis,1993,0,0
ESP,Volleyball,1993,0,0
ESP,Water Polo,1993,0,0
ESP,Weightlifting,1993,0,0
ESP,Wrestling,1993,0,0
EST,Archery,1993,0,0
EST,Athletics,1993,0,0
EST,Canoeing,1993,0,0
EST,Cycling,1993,0,0
EST,Fencing,1993,0,0
EST,Judo,1993,0,0
EST,Modern Pentathlon,1993,0,0
EST,Rowing,1993,0,0
EST,Sailing,1993,0,0
EST,Shooting,1993,0,0
EST,Swimming,1993,0,0
EST,Table Tennis,1993,0,0
EST,Wrestling,1993,0,0
ETH,Athletics,1993,0,0
ETH,Cycling,1993,0,0
EUN,Archery,1993,0,0
EUN,Athletics,1993,0,0
EUN,Badminton,1993,0,0
EUN,Basketball,1993,0,0
EUN,Boxing,1993,0,0
EUN,Canoeing,1993,0,0
EUN,Cycling,1993,0,0
EUN,Diving,1993,0,0
EUN,Equestrian,1993,0,0
EUN,Fencing,1993,0,0
EUN,Gymnastics,1993,0,0
EUN,Handball,1993,0,0
EUN,Hockey,1993,0,0
EUN,Judo,1993,0,0
EUN,Modern Pentathlon,1993,0,0
EUN,Rowing,1993,0,0
EUN,Sailing,1993,0,0
EUN,Shooting,1993,0,0
EUN,Swimming,1993,0,0
EUN,Synchronized Swimming,1993,0,0
EUN,Table Tennis,1993,0,0
EUN,Tennis,1993,0,0
EUN,Volleyball,1993,0,0
EUN,Water Polo,1993,0,0
EUN,Weightlifting,1993,0,0
EUN,Wrestling,1993,0,0
FIJ,Athletics,1993,0,0
FIJ,Judo,1993,0,0
FIJ,Sailing,1993,0,0
FIJ,Swimming,1993,0,0
FIN,Archery,1993,0,0
FIN,Athletics,1993,0,0
FIN,Badminton,1993,0,0
FIN,Boxing,1993,0,0
FIN,Canoeing,1993,0,0
FIN,Cycling,1993,0,0
FIN,Equestrian,1993,0,0
FIN,Gymnastics,1993,0,0
FIN,Judo,1993,0,0
FIN,Rowing,1993,0,0
FIN,Sailing,1993,0,0
FIN,Shooting,1993,0,0
FIN,Swimming,1993,0,0
FIN,Synchronized Swimming,1993,0,0
FIN,Weightlifting,1993,0,0
FIN,Wrestling,1993,0,0
FRA,Archery,1993,0,0
FRA,Athletics,1993,0,0
FRA,Badminton,1993,0,0
FRA,Boxing,1993,0,0
FRA,Canoeing,1993,0,0
FRA,Cycling,1993,0,0
FRA,Diving,1993,0,0
FRA,Equestrian,1993,0,0
FRA,Fencing,1993,0,0
FRA,Gymnastics,1993,0,0
FRA,Handball,1993,0,0
FRA,Judo,1993,0,0
FRA,Modern Pentathlon,1993,0,0
FRA,Rowing,1993,0,0
FRA,Sailing,1993,0,0
FRA,Shooting,1993,0,0
FRA,Swimming,1993,0,0
FRA,Synchronized Swimming,1993,0,0
FRA,Table Tennis,1993,0,0
FRA,Tennis,1993,0,0
FRA,Volleyball,1993,0,0
FRA,Water Polo,1993,0,0
FRA,Weightlifting,1993,0,0
FRA,Wrestling,1993,0,0
GAB,Athletics,1993,0,0
GAB,Boxing,1993,0,0
GAB,Judo,1993,0,0
GAM,Athletics,1993,0,0
GBR,Archery,1993,0,0
GBR,Athletics,1993,0,0
GBR,Badminton,1993,0,0
GBR,Boxing,1993,0,0
GBR,Canoeing,1993,0,0
GBR,Cycling,1993,0,0
GBR,Diving,1993,0,0
GBR,Equestrian,1993,0,0
GBR,Fencing,1993,0,0
GBR,Gymnastics,1993,0,0
GBR,Hockey,1993,0,0
GBR,Judo,1993,0,0
GBR,Modern Pentathlon,1993,0,0
GBR,Rowing,1993,0,0
GBR,Sailing,1993,0,0
GBR,Shooting,1993,0,0
GBR,Swimming,1993,0,0
GBR,Synchronized Swimming,1993,0,0
GBR,Table Tennis,1993,0,0
GBR,Tennis,1993,0,0
GBR,Weightlifting,1993,0,0
GBR,Wrestling,1993,0,0
GEQ,Athletics,1993,0,0
GER,Archery,1993,0,0
GER,Athletics,1993,0,0
GER,Badminton,1993,0,0
GER,Basketball,1993,0,0
GER,Boxing,1993,0,0
GER,Canoeing,1993,0,0
GER,Cycling,1993,0,0
GER,Diving,1993,0,0
GER,Equestrian,1993,0,0
GER,Fencing,1993,0,0
GER,Gymnastics,1993,0,0
GER,Handball,1993,0,0
GER,Hockey,1993,0,0
GER,Judo,1993,0,0
GER,Modern Pentathlon,1993,0,0
GER,Rowing,1993,0,0
GER,Sailing,1993,0,0
GER,Shooting,1993,0,0
GER,Swimming,1993,0,0
GER,Synchronized Swimming,1993,0,0
GER,Table Tennis,1993,0,0
GER,Tennis,1993,0,0
GER,Water Polo,1993,0,0
GER,Weightlifting,1993,0,0
GER,Wrestling,1993,0,0
GHA,Athletics,1993,0,0
GHA,Boxing,1993,0,0
GHA,Football,1993,0,0
GHA,Table Tennis,1993,0,0
GRE,Athletics,1993,0,0
GRE,Boxing,1993,0,0
GRE,Cycling,1993,0,0
GRE,Diving,1993,0,0
GRE,Fencing,1993,0,0
GRE,Gymnastics,1993,0,0
GRE,Judo,1993,0,0
GRE,Modern Pentathlon,1993,0,0
GRE,Rowing,1993,0,0
GRE,Sailing,1993,0,0
GRE,Shooting,1993,0,0
GRE,Swimming,1993,0,0
GRE,Synchronized Swimming,1993,0,0
GRE,Tennis,1993,0,0
GRE,Water Polo,1993,0,0
GRE,Weightlifting,1993,0,0
GRE,Wrestling,1993,0,0
GRN,Athletics,1993,0,0
GUA,Boxing,1993,0,0
GUA,Gymnastics,1993,0,0
GUA,Modern Pentathlon,1993,0,0
GUA,Shooting,1993,0,0
GUA,Swimming,1993,0,0
GUA,Weightlifting,1993,0,0
GUA,Wrestling,1993,0,0
GUI,Athletics,1993,0,0
GUI,Judo,1993,0,0
GUM,Archery,1993,0,0
GUM,Athletics,1993,0,0
GUM,Cycling,1993,0,0
GUM,Judo,1993,0,0
GUM,Sailing,1993,0,0
GUM,Swimming,1993,0,0
GUM,Weightlifting,1993,0,0
GUM,Wrestling,1993,0,0
GUY,Athletics,1993,0,0
GUY,Boxing,1993,0,0
GUY,Cycling,1993,0,0
HAI,Athletics,1993,0,0
HAI,Judo,1993,0,0
HKG,Archery,1993,0,0
HKG,Athletics,1993,0,0
HKG,Badminton,1993,0,0
HKG,Canoeing,1993,0,0
HKG,Fencing,1993,0,0
HKG,Judo,1993,0,0
HKG,Rowing,1993,0,0
HKG,Sailing,1993,0,0
HKG,Shooting,1993,0,0
HKG,Swimming,1993,0,0
HKG,Table Tennis,1993,0,0
HON,Athletics,1993,0,0
HON,Fencing,1993,0,0
HON,Swimming,1993,0,0
HON,Weightlifting,1993,0,0
HUN,Archery,1993,0,0
HUN,Athletics,1993,0,0
HUN,Badminton,1993,0,0
HUN,Boxing,1993,0,0
HUN,Canoeing,1993,0,0
HUN,Cycling,1993,0,0
HUN,Diving,1993,0,0
HUN,Equestrian,1993,0,0
HUN,Fencing,1993,0,0
HUN,Gymnastics,1993,0,0
HUN,Handball,1993,0,0
HUN,Judo,1993,0,0
HUN,Modern Pentathlon,1993,0,0
HUN,Rowing,1993,0,0
HUN,Sailing,1993,0,0
HUN,Shooting,1993,0,0
HUN,Swimming,1993,0,0
HUN,Table Tennis,1993,0,0
HUN,Tennis,1993,0,0
HUN,Water Polo,1993,0,0
HUN,Weightlifting,1993,0,0
HUN,Wrestling,1993,0,0
INA,Archery,1993,0,0
INA,Badminton,1993,0,0
INA,Boxing,1993,0,0
INA,Canoeing,1993,0,0
INA,Cycling,1993,0,0
INA,Fencing,1993,0,0
INA,Judo,1993,0,0
INA,Table Tennis,1993,0,0
INA,Tennis,1993,0,0
INA,Weightlifting,1993,0,0
IND,Archery,1993,0,0
IND,Athletics,1993,0,0
IND,Badminton,1993,0,0
IND,Boxing,1993,0,0
IND,Hockey,1993,0,0
IND,Judo,1993,0,0
IND,Sailing,1993,0,0
IND,Shooting,1993,0,0
IND,Table Tennis,1993,0,0
IND,Tennis,1993,0,0
IND,Weightlifting,1993,0,0
IND,Wrestling,1993,0,0
IOA,Athletics,1993,0,0
IOA,Canoeing,1993,0,0
IOA,Cycling,1993,0,0
IOA,Fencing,1993,0,0
IOA,Gymnastics,1993,0,0
IOA,Judo,1993,0,0
IOA,Rowing,1993,0,0
IOA,Shooting,1993,0,0
IOA,Swimming,1993,0,0
IOA,Synchronized Swimming,1993,0,0
IOA,Table Tennis,1993,0,0
IOA,Tennis,1993,0,0
IOA,Wrestling,1993,0,0
IRI,Athletics,1993,0,0
IRI,Boxing,1993,0,0
IRI,Cycling,1993,0,0
IRI,Table Tennis,1993,0,0
IRI,Weightlifting,1993,0,0
IRI,Wrestling,1993,0,0
IRL,Archery,1993,0,0
IRL,Athletics,1993,0,0
IRL,Boxing,1993,0,0
IRL,Canoeing,1993,0,0
IRL,Cycling,1993,0,0
IRL,Equestrian,1993,0,0
IRL,Fencing,1993,0,0
IRL,Judo,1993,0,0
IRL,Rowing,1993,0,0
IRL,Sailing,1993,0,0
IRL,Swimming,1993,0,0
IRL,Tennis,1993,0,0
IRQ,Boxing,1993,0,0
IRQ,Shooting,1993,0,0
IRQ,Weightlifting,1993,0,0
ISL,Athletics,1993,0,0
ISL,Badminton,1993,0,0
ISL,Handball,1993,0,0
ISL,Judo,1993,0,0
ISL,Shooting,1993,0,0
ISL,Swimming,1993,0,0
ISR,Athletics,1993,0,0
ISR,Fencing,1993,0,0
ISR,Gymnastics,1993,0,0
ISR,Judo,1993,0,0
ISR,Sailing,1993,0,0
ISR,Shooting,1993,0,0
ISR,Swimming,1993,0,0
ISR,Tennis,1993,0,0
ISR,Weightlifting,1993,0,0
ISR,Wrestling,1993,0,0
ISV,Athletics,1993,0,0
ISV,Boxing,1993,0,0
ISV,Cycling,1993,0,0
ISV,Equestrian,1993,0,0
ISV,Sailing,1993,0,0
ISV,Shooting,1993,0,0
ISV,Swimming,1993,0,0
ITA,Archery,1993,0,0
ITA,Athletics,1993,0,0
ITA,Baseball,1993,0,0
ITA,Basketball,1993,0,0
ITA,Boxing,1993,0,0
ITA,Canoeing,1993,0,0
ITA,Cycling,1993,0,0
ITA,Diving,1993,0,0
ITA,Equestrian,1993,0,0
ITA,Fencing,1993,0,0
ITA,Football,1993,0,0
ITA,Gymnastics,1993,0,0
ITA,Judo,1993,0,0
ITA,Modern Pentathlon,1993,0,0
ITA,Rowing,1993,0,0
ITA,Sailing,1993,0,0
ITA,Shooting,1993,0,0
ITA,Swimming,1993,0,0
ITA,Synchronized Swimming,1993,0,0
ITA,Table Tennis,1993,0,0
ITA,Tennis,1993,0,0
ITA,Volleyball,1993,0,0
ITA,Water Polo,1993,0,0
ITA,Weightlifting,1993,0,0
ITA,Wrestling,1993,0,0
IVB,Athletics,1993,0,0
IVB,Sailing,1993,0,0
JAM,Athletics,1993,0,0
JAM,Boxing,1993,0,0
JAM,Cycling,1993,0,0
JAM,Sailing,1993,0,0
JAM,Table Tennis,1993,0,0
JOR,Athletics,1993,0,0
JOR,Shooting,1993,0,0
JOR,Table Tennis,1993,0,0
JPN,Archery,1993,0,0
JPN,Athletics,1993,0,0
JPN,Badminton,1993,0,0
JPN,Baseball,1993,0,0
JPN,Boxing,1993,0,0
JPN,Canoeing,1993,0,0
JPN,Cycling,1993,0,0
JPN,Diving,1993,0,0
JPN,Equestrian,1993,0,0
JPN,Fencing,1993,0,0
JPN,Gymnastics,1993,0,0
JPN,Judo,1993,0,0
JPN,Modern Pentathlon,1993,0,0
JPN,Rowing,1993,0,0
JPN,Sailing,1993,0,0
JPN,Shooting,1993,0,0
JPN,Swimming,1993,0,0
JPN,Synchronized Swimming,1993,0,0
JPN,Table Tennis,1993,0,0
JPN,Tennis,1993,0,0
JPN,Volleyball,1993,0,0
JPN,Weightlifting,1993,0,0
JPN,Wrestling,1993,0,0
KEN,Athletics,1993,0,0
KEN,Boxing,1993,0,0
KEN,Judo,1993,0,0
KEN,Shooting,1993,0,0
KEN,Weightlifting,1993,0,0
KOR,Archery,1993,0,0
KOR,Athletics,1993,0,0
KOR,Badminton,1993,0,0
KOR,Boxing,1993,0,0
KOR,Canoeing,1993,0,0
KOR,Cycling,1993,0,0
KOR,Equestrian,1993,0,0
KOR,Fencing,1993,0,0
KOR,Football,1993,0,0
KOR,Gymnastics,1993,0,0
KOR,Handball,1993,0,0
KOR,Hockey,1993,0,0
KOR,Judo,1993,0,0
KOR,Modern Pentathlon,1993,0,0
KOR,Rowing,1993,0,0
KOR,Sailing,1993,0,0
KOR,Shooting,1993,0,0
KOR,Swimming,1993,0,0
KOR,Table Tennis,1993,0,0
KOR,Tennis,1993,0,0
KOR,Volleyball,1993,0,0
KOR,Weightlifting,1993,0,0
KOR,Wrestling,1993,0,0
KSA,Athletics,1993,0,0
KSA,Cycling,1993,0,0
KSA,Fencing,1993,0,0
KSA,Swimming,1993,0,0
KSA,Table Tennis,1993,0,0
KUW,Athletics,1993,0,0
KUW,Fencing,1993,0,0
KUW,Football,1993,0,0
KUW,Judo,1993,0,0
KUW,Shooting,1993,0,0
KUW,Swimming,1993,0,0
KUW,Weightlifting,1993,0,0
LAO,Athletics,1993,0,0
LAO,Boxing,1993,0,0
LAT,Athletics,1993,0,0
LAT,Boxing,1993,0,0
LAT,Canoeing,1993,0,0
LAT,Cycling,1993,0,0
LAT,Judo,1993,0,0
LAT,Modern Pentathlon,1993,0,0
LAT,Rowing,1993,0,0
LAT,Sailing,1993,0,0
LAT,Shooting,1993,0,0
LAT,Swimming,1993,0,0
LAT,Tennis,1993,0,0
LAT,Weightlifting,1993,0,0
LAT,Wrestling,1993,0,0
LBA,Athletics,1993,0,0
LBA,Judo,1993,0,0
LBA,Table Tennis,1993,0,0
LBA,Weightlifting,1993,0,0
LES,Athletics,1993,0,0
LIB,Athletics,1993,0,0
LIB,Cycling,1993,0,0
LIB,Fencing,1993,0,0
LIB,Judo,1993,0,0
LIB,Rowing,1993,0,0
LIB,Swimming,1993,0,0
LIB,Weightlifting,1993,0,0
LIE,Athletics,1993,0,0
LIE,Cycling,1993,0,0
LIE,Judo,1993,0,0
LIE,Shooting,1993,0,0
LTU,Athletics,1993,0,0
LTU,Basketball,1993,0,0
LTU,Boxing,1993,0,0
LTU,Canoeing,1993,0,0
LTU,Cycling,1993,0,0
LTU,Judo,1993,0,0
LTU,Modern Pentathlon,1993,0,0
LTU,Rowing,1993,0,0
LTU,Sailing,1993,0,0
LTU,Swimming,1993,0,0
LTU,Wrestling,1993,0,0
LUX,Archery,1993,0,0
LUX,Judo,1993,0,0
LUX,Shooting,1993,0,0
LUX,Swimming,1993,0,0
MAD,Athletics,1993,0,0
MAD,Boxing,1993,0,0
MAD,Judo,1993,0,0
MAD,Swimming,1993,0,0
MAD,Tennis,1993,0,0
MAD,Weightlifting,1993,0,0
MAR,Athletics,1993,0,0
MAR,Boxing,1993,0,0
MAR,Football,1993,0,0
MAR,Table Tennis,1993,0,0
MAR,Tennis,1993,0,0
MAR,Weightlifting,1993,0,0
MAR,Wrestling,1993,0,0
MAS,Athletics,1993,0,0
MAS,Badminton,1993,0,0
MAS,Cycling,1993,0,0
MAS,Hockey,1993,0,0
MAS,Shooting,1993,0,0
MAS,Swimming,1993,0,0
MAW,Athletics,1993,0,0
MDV,Athletics,1993,0,0
MDV,Swimming,1993,0,0
MEX,Archery,1993,0,0
MEX,Athletics,1993,0,0
MEX,Boxing,1993,0,0
MEX,Canoeing,1993,0,0
MEX,Cycling,1993,0,0
MEX,Diving,1993,0,0
MEX,Equestrian,1993,0,0
MEX,Football,1993,0,0
